airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-986,Mumbai,Night,one,Evening,Chennai,Business,17.58,32,49613
Air_India,AI-776,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.58,45,3393
Air_India,AI-747,Kolkata,Night,one,Morning,Hyderabad,Business,9.58,10,37016
GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,16.0,13,5954
SpiceJet,SG-387,Kolkata,Night,one,Morning,Bangalore,Economy,12.0,33,3992
Indigo,6E-6021,Kolkata,Afternoon,one,Late_Night,Chennai,Economy,10.5,39,3583
SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,29,4721
Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,Business,2.58,16,32923
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,25.08,24,64285
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,20,5322
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Business,14.67,21,67769
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,22,38099
Indigo,6E-7216,Chennai,Morning,one,Evening,Hyderabad,Economy,7.92,7,6118
Indigo,6E-6326,Chennai,Afternoon,zero,Afternoon,Kolkata,Economy,2.42,16,8402
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,26.17,41,4672
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,23.33,35,37985
Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.58,27,45693
Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Business,2.17,3,25600
Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,7,12098
AirAsia,I5-510,Kolkata,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,10.83,9,4555
SpiceJet,SG-489,Kolkata,Night,zero,Late_Night,Mumbai,Economy,2.83,11,7958
Indigo,6E-725,Kolkata,Night,zero,Night,Hyderabad,Economy,2.17,47,2750
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,11,5954
Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Economy,11.83,17,8925
Indigo,6E-269,Chennai,Morning,one,Evening,Mumbai,Economy,9.33,14,9400
SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,27,10402
Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,24,7425
Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,21,4556
Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,35,4179
Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.58,42,5761
Vistara,UK-832,Chennai,Early_Morning,two_or_more,Night,Bangalore,Economy,15.75,35,6437
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,38,6878
Air_India,AI-839,Delhi,Night,one,Morning,Mumbai,Business,12.25,18,41113
GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.5,32,4327
Vistara,UK-832,Chennai,Early_Morning,one,Night,Bangalore,Business,15.75,28,60260
Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Business,22.42,31,60978
Vistara,UK-774,Kolkata,Night,one,Night,Delhi,Economy,25.33,4,13524
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Kolkata,Business,27.0,49,51817
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,3,20445
Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Business,16.58,25,64113
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Business,12.58,14,42521
GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Kolkata,Economy,5.33,21,5896
Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.08,39,53645
Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Business,16.17,40,60260
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Business,12.92,19,44280
Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,27,3621
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Economy,20.58,10,10604
Air_India,AI-9517,Bangalore,Evening,one,Afternoon,Delhi,Economy,19.0,19,4105
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,33,24056
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,16,22140
SpiceJet,SG-329,Chennai,Afternoon,one,Evening,Delhi,Economy,26.42,5,7352
Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,38,6159
Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.83,41,4368
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,8.33,31,57920
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Kolkata,Economy,5.92,36,4677
Air_India,AI-9894,Chennai,Morning,one,Morning,Bangalore,Economy,26.25,31,3038
SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.0,15,5881
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,22.92,8,15288
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,17.92,19,7291
Air_India,AI-809,Mumbai,Morning,one,Late_Night,Bangalore,Business,14.17,35,54608
Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Business,7.58,7,82384
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.33,48,4784
Indigo,6E-2076,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.0,27,5399
Indigo,6E-2247,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.08,11,5955
Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,10.83,28,4249
Air_India,AI-504,Delhi,Night,one,Afternoon,Kolkata,Economy,16.25,48,7570
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,14,7958
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Business,6.5,20,65529
Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Economy,8.33,16,12214
Air_India,AI-9885,Hyderabad,Morning,one,Night,Delhi,Economy,10.08,43,6167
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,8.83,4,54684
Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Economy,15.67,24,5656
Air_India,AI-808,Bangalore,Night,one,Night,Hyderabad,Business,23.58,12,56476
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.33,44,3916
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Business,17.42,33,45185
Indigo,6E-638,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.75,37,5967
Air_India,AI-523,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,9.08,36,42622
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Bangalore,Economy,7.25,47,1755
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,12.33,20,84896
Air_India,AI-543,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,7.83,7,11698
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.25,31,45693
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.67,6,11205
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,23.17,30,4363
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,10.92,43,4111
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.58,49,66155
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,10.42,19,4436
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Business,6.0,44,39555
AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.75,30,3393
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.58,49,62188
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.17,40,5937
Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,33,54777
GO_FIRST,G8-575,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,10.25,26,4081
Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,24,5949
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,7.08,37,4393
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,10.25,4,16149
Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,11,5178
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,Business,19.0,12,52063
Air_India,AI-440,Chennai,Early_Morning,two_or_more,Night,Hyderabad,Economy,15.42,15,13656
Indigo,6E-725,Kolkata,Evening,one,Late_Night,Bangalore,Economy,5.17,42,3831
Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Business,1.83,20,20684
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Hyderabad,Business,24.42,15,37432
SpiceJet,SG-3233,Bangalore,Evening,one,Afternoon,Mumbai,Economy,19.83,49,4403
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Business,14.92,44,56476
Indigo,6E-132,Hyderabad,Morning,zero,Afternoon,Mumbai,Economy,1.5,29,3096
Air_India,AI-539,Chennai,Evening,one,Morning,Bangalore,Economy,15.92,22,6203
Indigo,6E-5365,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,4,5913
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,23.58,45,5949
Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,26,31622
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,25.08,48,5949
Vistara,UK-821,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.17,36,4633
Air_India,AI-651,Mumbai,Morning,two_or_more,Afternoon,Chennai,Economy,26.83,17,8528
Air_India,AI-698,Hyderabad,Night,one,Afternoon,Kolkata,Business,13.92,44,48795
Air_India,AI-573,Bangalore,Afternoon,two_or_more,Night,Hyderabad,Economy,34.92,19,8340
Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Economy,15.67,14,9879
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,12,7813
Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Economy,24.92,48,4672
Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Economy,2.83,39,2327
GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.25,41,6109
Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Business,23.92,8,62188
Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,2.08,6,6973
Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,1,7425
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Business,14.92,17,56476
Indigo,6E-5337,Mumbai,Afternoon,one,Evening,Bangalore,Economy,4.67,45,4706
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75,44,4731
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,11.5,15,45883
Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,9.25,33,38099
Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Economy,20.08,1,13687
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,34,3843
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Economy,14.25,13,11520
GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.5,18,6488
Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,13.17,1,61897
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,40,76545
SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,36,3663
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Business,16.92,26,45257
Air_India,AI-616,Hyderabad,Morning,one,Early_Morning,Chennai,Economy,22.92,23,3813
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Kolkata,Economy,22.08,45,9017
GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,8.58,39,3568
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Business,14.0,8,56588
Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Business,11.5,2,76157
Air_India,AI-808,Bangalore,Night,one,Morning,Chennai,Economy,11.92,28,6444
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,11.17,17,15167
Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Business,22.25,14,44144
Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,12,5179
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.5,7,13103
Air_India,AI-676,Kolkata,Morning,one,Early_Morning,Hyderabad,Economy,21.83,48,5429
GO_FIRST,G8-513,Hyderabad,Morning,two_or_more,Night,Delhi,Economy,11.42,25,6132
Air_India,AI-672,Chennai,Afternoon,one,Night,Kolkata,Business,8.75,14,54481
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Bangalore,Economy,9.0,22,4612
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,5.58,49,58315
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,13.75,47,53164
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,8.42,36,4111
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Business,13.58,45,53164
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.42,3,76255
Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,3,11993
GO_FIRST,G8-803,Bangalore,Evening,one,Night,Delhi,Economy,4.67,26,7474
Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Economy,22.92,26,4086
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.58,26,6883
Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Business,5.5,23,53164
Indigo,6E-6245,Delhi,Afternoon,one,Night,Chennai,Economy,8.42,46,3389
Vistara,UK-832,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.83,5,9978
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,Business,22.92,3,51494
Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,18,13799
GO_FIRST,G8-354,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.25,46,2410
AirAsia,I5-1563,Kolkata,Evening,one,Night,Bangalore,Economy,4.17,3,11261
Air_India,AI-560,Delhi,Morning,one,Night,Bangalore,Economy,14.08,23,3621
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Business,8.0,40,67769
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Hyderabad,Economy,11.58,33,6075
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,7.83,24,62591
Indigo,6E-6066,Hyderabad,Morning,one,Afternoon,Chennai,Economy,6.67,21,3194
Indigo,6E-913,Hyderabad,Morning,one,Night,Delhi,Economy,11.0,8,9073
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,31.08,30,7476
Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Bangalore,Economy,17.92,38,9067
Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Business,12.42,16,45600
Air_India,AI-729,Kolkata,Morning,two_or_more,Night,Chennai,Business,13.75,6,70220
Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,5.42,28,2737
Indigo,6E-7156,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,4.75,42,2301
Air_India,AI-888,Mumbai,Evening,one,Evening,Bangalore,Economy,21.25,3,9201
Vistara,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,Business,13.83,11,53757
Air_India,AI-565,Bangalore,Afternoon,one,Night,Delhi,Economy,7.75,24,5163
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,33.83,12,17177
Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,4.75,48,54777
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,16.17,36,8111
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,9.17,17,4452
GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,37,6068
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.08,41,6568
Air_India,AI-676,Kolkata,Morning,one,Evening,Delhi,Economy,9.67,26,6339
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Economy,25.58,38,4524
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,12,5943
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,31.17,22,9670
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Economy,12.67,18,5037
Air_India,AI-508,Hyderabad,Afternoon,one,Afternoon,Delhi,Business,23.92,12,44583
Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.75,22,2327
Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,16,23838
AirAsia,I5-361,Chennai,Morning,one,Late_Night,Delhi,Economy,15.17,46,2477
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,34,6288
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.33,8,50868
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,26,5269
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.83,19,70431
GO_FIRST,G8-304,Chennai,Afternoon,one,Late_Night,Bangalore,Economy,10.83,19,4612
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.42,36,54841
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,44,46097
Air_India,AI-465,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,17,5504
Air_India,AI-635,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,17.08,4,9201
Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Business,25.75,24,64173
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Economy,12.0,42,7004
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,25.75,38,6275
Vistara,UK-875,Mumbai,Evening,zero,Night,Hyderabad,Business,1.58,20,17604
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,17.0,23,5502
Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Business,1.92,26,20760
Air_India,AI-732,Kolkata,Afternoon,one,Evening,Mumbai,Economy,4.25,47,3381
Air_India,AI-669,Mumbai,Morning,two_or_more,Night,Bangalore,Economy,32.08,21,9051
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Economy,7.0,10,10159
Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,16.42,17,55377
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,16.17,40,60978
AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.75,14,5176
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,32,6568
Indigo,6E-893,Kolkata,Morning,zero,Morning,Hyderabad,Economy,2.25,35,3129
SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,12,7488
Indigo,6E-7223,Bangalore,Afternoon,one,Night,Delhi,Economy,9.0,13,10376
Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.5,5,17131
Air_India,AI-808,Bangalore,Night,one,Afternoon,Kolkata,Economy,17.5,7,17359
GO_FIRST,G8-302,Chennai,Early_Morning,one,Morning,Delhi,Economy,5.17,14,7352
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,16,7212
Air_India,AI-9885,Hyderabad,Morning,one,Evening,Mumbai,Economy,29.67,22,6167
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Business,22.75,16,44144
Indigo,6E-5208,Mumbai,Evening,one,Late_Night,Bangalore,Economy,7.92,37,4056
Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Business,20.58,9,32646
Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,9,9840
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Chennai,Business,16.5,22,49613
Indigo,6E-6818,Mumbai,Evening,one,Night,Bangalore,Economy,4.08,41,2124
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,31,41064
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Chennai,Economy,17.42,28,6444
Air_India,AI-569,Chennai,Early_Morning,two_or_more,Night,Kolkata,Economy,17.33,7,12918
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Business,26.75,43,41101
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,8.33,13,48851
Indigo,6E-221,Delhi,Night,one,Late_Night,Kolkata,Economy,6.33,43,3754
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Business,16.17,7,60508
Vistara,UK-815,Delhi,Morning,two_or_more,Night,Chennai,Economy,15.0,47,8719
Air_India,AI-402,Kolkata,Morning,one,Night,Chennai,Economy,13.17,17,7595
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Bangalore,Economy,12.17,41,3584
Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,8,5943
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,43,6578
Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,30,3951
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,15.25,30,6776
SpiceJet,SG-2976,Delhi,Evening,one,Night,Kolkata,Economy,24.75,6,5954
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Kolkata,Economy,4.92,35,5389
Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.33,28,6489
Air_India,AI-423,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Business,7.67,34,27976
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Evening,Hyderabad,Economy,10.25,19,6669
Indigo,6E-2034,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,21,4500
Indigo,6E-6737,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.25,19,2694
Vistara,UK-963,Delhi,Morning,one,Morning,Bangalore,Economy,25.92,1,10785
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,14,10050
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,15,7774
Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Economy,26.67,17,10899
Indigo,6E-354,Mumbai,Afternoon,one,Night,Chennai,Economy,9.33,48,1890
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Bangalore,Economy,5.67,26,4020
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,11.83,26,4357
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,3,72144
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,15.08,49,64285
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Bangalore,Economy,5.67,21,4020
Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,4,65641
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,31,2780
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Chennai,Economy,12.0,43,4417
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Business,22.33,8,52726
Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,33,54777
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,15.5,30,4637
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Business,26.33,28,44280
Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Economy,23.67,31,4664
Air_India,AI-768,Kolkata,Afternoon,one,Evening,Chennai,Economy,27.5,22,6584
AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Mumbai,Economy,8.17,17,2203
Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Business,7.58,18,72125
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.25,43,69713
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.83,43,6578
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.83,25,2343
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,27,4272
Indigo,6E-772,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,15,4500
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.75,41,3012
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,24.08,21,8111
Indigo,6E-282,Kolkata,Afternoon,two_or_more,Evening,Mumbai,Economy,6.83,30,6279
Indigo,6E-818,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,48,8560
Vistara,UK-850,Bangalore,Evening,one,Late_Night,Delhi,Business,5.0,38,42521
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,8.08,44,13086
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33,33,8519
Vistara,UK-810,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.67,2,12109
Vistara,UK-651,Mumbai,Evening,one,Evening,Delhi,Economy,24.42,14,8988
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Business,6.33,9,49725
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Business,7.08,17,54896
Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Business,7.08,23,65529
Indigo,6E-5337,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.67,47,2124
Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,Economy,3.0,33,4491
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,9.08,16,76612
