Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
7840,-,MINI,Cooper,2002,Coupe,No,Petrol,1.6,150000 km,4.0,Manual,Front,02-Mar,Left wheel,Red,0
14426,779,MAZDA,Mazda 6,2013,Sedan,Yes,Petrol,2.5,92800 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
23521,891,HYUNDAI,Elantra limited,2016,Sedan,Yes,Petrol,2,92000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
21395,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,169834 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
3763,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912 km,4.0,Automatic,Front,04-May,Left wheel,White,12
20071,-,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,153600 km,4.0,Variator,Front,04-May,Left wheel,Red,6
4704,-,OPEL,Astra,1999,Coupe,No,Petrol,1.6,167000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,2
13328,1481,AUDI,Q7,2017,Jeep,Yes,Petrol,3,44642 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
46728,-,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,114000 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
21953,-,HONDA,Civic Hybrid,2014,Sedan,No,Hybrid,1.5,140000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
9408,-,KIA,Picanto,2005,Hatchback,No,Petrol,1.1,218000 km,4.0,Manual,Front,04-May,Left wheel,Black,4
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
27259,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,117862 km,4.0,Automatic,Front,04-May,Left wheel,White,4
15367,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4 Turbo,61100 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,12
3058,1872,PORSCHE,Cayenne,2018,Sedan,Yes,Petrol,3.6,28968 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
11760,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,332077 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
9408,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,128000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,0
9408,641,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,56290 km,4.0,Automatic,Front,04-May,Left wheel,White,4
20266,642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2,161952 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
100,-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,77000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
7213,1437,OPEL,Astra,2004,Goods wagon,No,Diesel,1.7 Turbo,1800000 km,4.0,Manual,Front,04-May,Left wheel,Silver,6
20610,1024,LEXUS,IS 250,2010,Sedan,Yes,Petrol,2.5,149218 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
1019,765,MERCEDES-BENZ,CLA 250,2015,Sedan,Yes,Petrol,2,74939 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
941,642,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,203440 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
53314,-,KIA,Sportage,2016,Jeep,Yes,Diesel,2.0 Turbo,27000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
2195,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,22816 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
4500,-,OPEL,Astra,1994,Sedan,No,Petrol,1.6,250000 km,4.0,Manual,Front,04-May,Left wheel,Green,0
10697,645,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,1.8,241768 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
314,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
28830,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,68243 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
1882,442,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,1.8,47672 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21012,-,MITSUBISHI,Outlander,2008,Jeep,Yes,Petrol,3,153600 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,6
38737,765,HYUNDAI,Genesis,2015,Coupe,Yes,Petrol,2,93000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
1882,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
17405,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,51236 km,4.0,Automatic,Front,04-May,Left wheel,White,4
4704,-,SUBARU,Forester,2000,Universal,No,CNG,2.5,267200 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,2
2587,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,84792 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
13739,1172,FORD,Taurus,2011,Sedan,Yes,Petrol,3.5,112000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,246040 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
11290,-,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,120000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
14426,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,169024 km,4.0,Automatic,Front,04-May,Left wheel,White,4
57990,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,13715 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
10349,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,65000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,12
17663,87,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,0,118000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
188,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,108826 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
47042,-,MERCEDES-BENZ,S 550,2007,Sedan,Yes,Petrol,5.5,185000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,8
30,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
68053,-,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,40000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
9408,891,MERCEDES-BENZ,CLA 250,2016,Sedan,Yes,Petrol,2,56795 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
8154,1095,SUZUKI,SX4,2008,Jeep,No,Petrol,2,89000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,6
20385,-,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6 Turbo,0 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
12717,645,CHEVROLET,Lacetti,2011,Sedan,Yes,Petrol,1.8,121831 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
5802,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,84818 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
392,645,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,146184 km,4.0,Automatic,Front,04-May,Left wheel,White,12
15681,-,SUZUKI,Grand Vitara,2008,Jeep,No,Petrol,1.6,98000 km,4.0,Automatic,4x4,02-Mar,Left wheel,Black,12
34497,-,BMW,535,2011,Sedan,Yes,Petrol,3.0 Turbo,156000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12
314,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,147718 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
9722,1675,FORD,Transit,2004,Microbus,No,Diesel,2,200000 km,4.0,Manual,Front,02-Mar,Left wheel,White,0
19444,502,FORD,Fusion,2013,Sedan,No,Petrol,1.5 Turbo,100000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
34811,919,BMW,X5,2012,Jeep,Yes,Diesel,3,70994 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
13799,751,KIA,Optima,2013,Sedan,No,Petrol,2.4,104680 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
23408,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,151000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
11760,-,HONDA,FIT S,2010,Hatchback,No,Petrol,1.3,138000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,7
11917,640,FORD,Escape,2013,Jeep,Yes,Petrol,2,151000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,12
14113,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,123270 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
549,639,SUBARU,Forester,2014,Jeep,Yes,Petrol,2,72613 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
2587,1079,FORD,Escape,2018,Sedan,Yes,Petrol,2,76403 km,4.0,Automatic,Front,04-May,Left wheel,White,12
10349,915,BMW,X5,2014,Jeep,Yes,Diesel,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
8075,781,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5,164800 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
12231,730,HYUNDAI,Veloster,2016,Coupe,Yes,Petrol,1.6 Turbo,42000 km,4.0,Manual,Front,04-May,Left wheel,Red,0
36065,397,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.8,158000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
34497,-,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,3.5,18000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
21012,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,101000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
17405,822,KIA,Cerato,2017,Sedan,Yes,Diesel,1.6,28888 km,4.0,Automatic,Front,04-May,Left wheel,White,4
47042,-,JEEP,Wrangler,2013,Jeep,No,Petrol,3.6,37500 km,6.0,Manual,4x4,02-Mar,Left wheel,Silver,4
7119,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,81248 km,4.0,Automatic,Front,04-May,Left wheel,White,4
8781,915,JEEP,Grand Cherokee,2014,Jeep,Yes,Diesel,3,146098 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,0
37000,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,80000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
8467,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,200000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,2
11290,531,NISSAN,Versa,2012,Sedan,No,Petrol,1.6,12000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
10976,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,67000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4
10976,746,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.5,200533 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10
20385,-,FORD,Transit Tourneo,2012,Microbus,No,Diesel,2.2 Turbo,125000 km,4.0,Manual,Front,04-May,Left wheel,White,1
4234,353,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.8,123778 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
39201,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,95541 km,6.0,Automatic,Rear,04-May,Left wheel,Black,0
42337,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,27453 km,4.0,Automatic,Front,04-May,Left wheel,White,4
39829,889,KIA,Sorento,2016,Jeep,Yes,Diesel,2,54541 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21326,831,KIA,Optima,2017,Sedan,Yes,Petrol,1.6 Turbo,76000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
22580,353,TOYOTA,Prius,2015,Sedan,No,Hybrid,1.8,92430 km,4.0,Automatic,Front,04-May,Left wheel,White,10
59837,1079,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,41778 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
6272,1624,MERCEDES-BENZ,ML 350,2009,Jeep,Yes,Diesel,3.5,274088 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
29087,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,50509 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
10192,1187,HONDA,FIT,2014,Hatchback,No,Hybrid,1.4 Turbo,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Yellow,2
314,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,168960 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
10976,-,SUBARU,Outback,2005,Universal,No,Petrol,2.5,170000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Black,4
314,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
50,-,HONDA,Insight,2009,Hatchback,No,Hybrid,1.3,141000 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,6
12950,792,OPEL,Astra,2008,Hatchback,No,Petrol,1.4,157000 km,4.0,Manual,Front,04-May,Left wheel,Silver,6
18817,900,HYUNDAI,Sonata,2015,Sedan,No,Petrol,2.4,130000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10
862,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
2509,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,111936 km,4.0,Automatic,Front,04-May,Left wheel,White,12
7500,1031,NISSAN,Note,2013,Hatchback,No,Petrol,1.2,0 km,3.0,Variator,Front,04-May,Right-hand drive,Grey,2
2430,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
29793,-,MERCEDES-BENZ,CL 55 AMG KOMPRESSOR,2003,Coupe,Yes,Petrol,5.5 Turbo,240000 km,8.0,Tiptronic,Rear,02-Mar,Left wheel,Black,8
10036,-,FORD,Transit,1997,Microbus,Yes,Diesel,2.5 Turbo,280000 km,2.0,Manual,Rear,02-Mar,Left wheel,White,2
1550,1716,MITSUBISHI,Minica,2000,Goods wagon,No,Petrol,0.7,48000 km,3.0,Manual,4x4,02-Mar,Right-hand drive,White,0
17249,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,102000 km,4.0,Variator,Front,04-May,Left wheel,White,10
17876,1598,BMW,528,2008,Sedan,Yes,Petrol,3,220000 km,6.0,Variator,Rear,04-May,Left wheel,Silver,12
27654,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,87534 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
11917,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,31691 km,4.0,Automatic,Front,04-May,Left wheel,White,4
41387,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,110189 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
2430,753,CHEVROLET,Equinox,2012,Jeep,Yes,Petrol,2.4,254838 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
6272,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,213195 km,6.0,Automatic,4x4,04-May,Left wheel,Brown,12
16308,-,VOLKSWAGEN,CC R line,2012,Sedan,Yes,Petrol,2.0 Turbo,1111 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10
24092,642,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,78462 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
9938,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,493905 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21953,-,HONDA,FIT ex,2016,Sedan,Yes,Petrol,1.5,55000 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,4
22947,836,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,68493 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16308,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,510225 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21953,779,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,94200 km,4.0,Automatic,Front,04-May,Left wheel,Blue,8
11604,-,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,300000 km,4.0,Variator,Front,04-May,Left wheel,Silver,16
941,-,MITSUBISHI,Space Runner,2001,Hatchback,No,Petrol,2,199999 km,4.0,Manual,Front,04-May,Left wheel,Grey,0
18817,442,CHEVROLET,Malibu,2017,Sedan,Yes,Hybrid,1.8,30000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,0
627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
12544,-,FORD,Transit,2000,Microbus,No,Diesel,2.4 Turbo,0 km,4.0,Manual,Rear,>5,Left wheel,White,2
89379,1079,MERCEDES-BENZ,E 300,2018,Sedan,Yes,Petrol,2.0 Turbo,21000 km,4.0,Automatic,Rear,04-May,Left wheel,Black,0
19914,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,208297 km,4.0,Automatic,Front,04-May,Left wheel,White,4
15994,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,212000 km,4.0,Variator,Front,04-May,Left wheel,Black,9
25763,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,78356 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
8467,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,679836 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
53314,891,CHEVROLET,Camaro,2016,Coupe,No,Petrol,2.0 Turbo,32000 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Red,10
18817,530,FORD,Fusion,2013,Sedan,No,Petrol,1.6,152000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
9832,583,DAEWOO,Lacetti,2011,Sedan,Yes,Petrol,1.6,151842 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6586,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,204950 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2
22000,-,TOYOTA,Corolla,2013,Sedan,No,Petrol,1.3,38265 km,4.0,Manual,Front,04-May,Left wheel,Silver,8
9500,1590,MERCEDES-BENZ,B 180,2011,Universal,No,Petrol,1.7,117000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,6
2666,-,FORD,Focus,2000,Sedan,No,Petrol,2,220000 km,4.0,Automatic,Front,04-May,Left wheel,Beige,2
35808,784,TOYOTA,Aqua,2017,Hatchback,Yes,Petrol,1.5,37490 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
392,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,162520 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
94,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,175000 km,4.0,Variator,Front,04-May,Right-hand drive,Blue,4
30,-,NISSAN,Tiida,2006,Hatchback,No,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Red,4
157,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,221312 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
28225,640,BMW,X1,2013,Jeep,Yes,Petrol,2,108000 km,12.0,Tiptronic,Front,04-May,Left wheel,Black,12
1490,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,174106 km,4.0,Automatic,Front,04-May,Left wheel,White,0
1725,474,FIAT,500,2013,Jeep,Yes,Petrol,1.4,106902 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
13454,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,85226 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
26475,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,151186 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
11290,831,KIA,Optima,2011,Sedan,No,Hybrid,2.4,163065 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
29793,-,MERCEDES-BENZ,Sprinter,2004,Microbus,No,Diesel,2.2 Turbo,371500 km,4.0,Manual,4x4,04-May,Left wheel,White,2
4234,-,OPEL,Corsa,2000,Hatchback,No,Petrol,1.2,0 km,4.0,Manual,Front,02-Mar,Left wheel,Black,2
32615,-,AUDI,A4 S line,2013,Sedan,Yes,Petrol,2.0 Turbo,69000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,8
22947,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,171344 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
392,707,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Petrol,2,333512 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
40769,463,TOYOTA,Prius,2018,Hatchback,Yes,Hybrid,1.8,2102 km,4.0,Automatic,Front,04-May,Left wheel,White,12
470,531,NISSAN,Juke,2012,Sedan,Yes,Petrol,1.6,136712 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
28921,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,135000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
46728,1079,TOYOTA,CHR,2018,Jeep,No,Petrol,2,46000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
549,891,FORD,Fusion,2016,Sedan,Yes,Petrol,2,50195 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
22894,-,MERCEDES-BENZ,416,2000,Microbus,No,Diesel,2.7 Turbo,333333 km,5.0,Manual,Rear,04-May,Left wheel,Green,2
314,862,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,130306 km,4.0,Automatic,4x4,04-May,Left wheel,Green,0
9408,-,MERCEDES-BENZ,B 170,2007,Sedan,No,Petrol,1.7,142000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Silver,8
1333,779,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,138355 km,5.0,Automatic,Front,04-May,Left wheel,Grey,12
8311,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,71318 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6899,-,HONDA,Passport,1998,Jeep,No,Petrol,3.2,0 km,6.0,Automatic,4x4,04-May,Left wheel,White,4
6429,1028,PORSCHE,911,2013,Coupe,Yes,Petrol,3.4,94010 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12
5488,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21326,891,MERCEDES-BENZ,CLA 250,2016,Sedan,Yes,Petrol,2,34058 km,4.0,Automatic,Front,04-May,Left wheel,White,12
2700,-,UAZ,31514,1990,Pickup,No,Petrol,2,500000 km,4.0,Manual,4x4,04-May,Left wheel,Black,0
7527,-,MITSUBISHI,Airtrek,2001,Jeep,Yes,CNG,2,111111 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,4
10036,-,VOLKSWAGEN,Passat,2007,Sedan,Yes,Petrol,2.0 Turbo,290000 km,6.0,Automatic,Front,04-May,Left wheel,Grey,6
22894,-,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,88300 km,6.0,Automatic,Front,04-May,Left wheel,Grey,6
549,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,21246 km,4.0,Automatic,Front,04-May,Left wheel,White,12
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,322292 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
58172,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,26166 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
30906,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.3,67000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
28532,765,SSANGYONG,Korando,2015,Jeep,Yes,Diesel,2,145572 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16935,765,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
3763,1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3,290501 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6586,-,TOYOTA,Passo,2008,Hatchback,No,Petrol,1,112000 km,3.0,Automatic,Front,04-May,Right-hand drive,Yellow,4
43278,1514,LEXUS,GX 460,2011,Jeep,Yes,Petrol,4.6,160138 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
1882,831,LEXUS,HS 250h,2011,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
10036,-,VOLKSWAGEN,Passat,2007,Sedan,Yes,Petrol,2.0 Turbo,222500 km,4.0,Tiptronic,Front,04-May,Left wheel,Green,8
14113,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,206000 km,4.0,Variator,Front,04-May,Left wheel,White,4
18817,-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,156000 km,4.0,Variator,Front,04-May,Left wheel,Grey,10
7840,-,FORD,Transit,1996,Microbus,No,Diesel,2.5 Turbo,25000 km,1.0,Manual,Rear,02-Mar,Right-hand drive,Blue,2
314,862,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,130306 km,4.0,Automatic,4x4,04-May,Left wheel,Green,0
8154,-,HONDA,FIT,2005,Sedan,No,Petrol,1.5,223000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Grey,5
7840,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,123456 km,4.0,Variator,Front,04-May,Right-hand drive,Grey,6
13564,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,228570 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
57372,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,48764 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
12858,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,210452 km,4.0,Variator,Front,04-May,Left wheel,Silver,8
16151,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,38878 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
862,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,186048 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
470,978,NISSAN,Sentra,2019,Sedan,Yes,Petrol,1.8,12179 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
