model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Focus,2019,14240,Manual,7429,Petrol,145,60.1,1.0
 Fiesta,2016,9950,Manual,23940,Petrol,145,47.9,1.6
 Fiesta,2018,12500,Manual,9102,Petrol,145,65.7,1.0
 Focus,2019,26500,Manual,419,Petrol,145,34.5,2.3
 Fiesta,2017,8990,Manual,19000,Petrol,145,65.7,1.0
 Fiesta,2017,10000,Manual,20109,Petrol,150,65.7,1.0
 B-MAX,2014,6000,Manual,33190,Diesel,20,68.9,1.5
 Fiesta,2018,12429,Manual,8508,Petrol,145,62.8,1.0
 Focus,2018,16995,Manual,7660,Petrol,145,60.1,1.0
 Kuga,2014,10699,Manual,45497,Diesel,200,47.9,2.0
 Fiesta,2017,7250,Manual,33810,Petrol,125,54.3,1.2
 Focus,2018,11589,Manual,17997,Petrol,145,60.1,1.0
 Fiesta,2018,11240,Manual,15669,Petrol,145,65.7,1.0
 Fiesta,2017,10000,Manual,28969,Petrol,145,65.7,1.0
 Focus,2019,15170,Manual,11085,Diesel,145,80.7,1.5
 Focus,2018,14495,Manual,9321,Petrol,145,57.7,1.0
 Focus,2019,14995,Automatic,11000,Petrol,145,50.4,1.0
 Fiesta,2019,16491,Manual,898,Petrol,145,60.1,1.0
 Kuga,2017,12170,Manual,27646,Diesel,30,64.2,1.5
 Focus,2019,16970,Manual,5922,Diesel,145,74.3,1.5
 Galaxy,2014,10650,Manual,33026,Diesel,150,52.3,1.6
 Focus,2014,6790,Manual,51341,Petrol,30,56.5,1.0
 Kuga,2017,18980,Automatic,15000,Petrol,240,38.2,1.5
 Kuga,2019,21290,Manual,4502,Diesel,145,39.2,2.0
 Fiesta,2017,10503,Manual,7970,Petrol,145,65.7,1.0
 Fiesta,2019,13199,Manual,4500,Diesel,145,88.3,1.5
 Focus,2016,10495,Manual,41741,Diesel,0,74.3,1.5
 Focus,2016,9000,Manual,36565,Diesel,0,74.3,1.5
 Fiesta,2017,10800,Manual,17465,Petrol,145,65.7,1.0
 Fiesta,2018,10475,Manual,14100,Petrol,150,65.7,1.0
 Fiesta,2018,11250,Manual,5,Petrol,145,65.7,1.0
 Kuga,2018,15500,Manual,24000,Diesel,145,64.2,1.5
 Kuga,2017,12000,Manual,20000,Petrol,165,45.6,1.5
 Kuga,2019,19699,Manual,9968,Diesel,145,38.2,2.0
 Mondeo,2012,5995,Manual,77000,Diesel,125,57.7,2.0
 Kuga,2016,14232,Manual,17118,Petrol,160,45.6,1.5
 EcoSport,2019,16875,Manual,500,Petrol,145,51.4,1.0
 Fiesta,2017,10398,Manual,16914,Petrol,0,65.7,1.0
 Fiesta,2016,7691,Manual,22822,Petrol,125,54.3,1.2
 B-MAX,2017,11495,Manual,937,Petrol,145,47.1,1.4
 Kuga,2018,20990,Semi-Auto,12365,Diesel,145,54.3,2.0
 Fiesta,2018,12479,Semi-Auto,18559,Petrol,145,48.7,1.0
 Fiesta,2017,7999,Manual,26548,Petrol,145,54.3,1.2
 Fiesta,2017,10850,Manual,14698,Petrol,0,65.7,1.0
 Focus,2015,13499,Manual,41699,Diesel,20,67.3,2.0
 Kuga,2019,21290,Manual,13346,Diesel,150,37.7,2.0
 Focus,2017,17979,Manual,22239,Petrol,145,41.5,2.0
 S-MAX,2017,16491,Manual,28744,Petrol,145,43.5,1.5
 Kuga,2019,19995,Manual,16000,Diesel,150,47.9,2.0
 Grand C-MAX,2016,9899,Manual,18415,Diesel,30,64.2,1.5
 Focus,2018,13990,Manual,16500,Petrol,145,58.9,1.0
 Fiesta,2017,10200,Manual,23278,Petrol,150,65.7,1.0
 B-MAX,2013,6992,Automatic,32482,Petrol,160,44.1,1.6
 Focus,2018,11995,Manual,10048,Petrol,145,60.1,1.0
 Fiesta,2014,8999,Manual,29893,Petrol,0,65.7,1.0
 Focus,2017,12900,Manual,14877,Petrol,145,51.4,1.5
 Fiesta,2018,9600,Manual,15400,Petrol,145,64.2,1.1
 Fiesta,2018,10995,Manual,13609,Petrol,145,65.7,1.0
 Fiesta,2014,6890,Manual,35419,Petrol,0,65.7,1.0
 Focus,2018,11700,Manual,21568,Petrol,150,60.1,1.0
 Focus,2015,12638,Manual,46628,Diesel,20,67.3,2.0
 Focus,2016,6990,Manual,45000,Petrol,20,61.4,1.0
 Focus,2017,11360,Manual,27961,Diesel,145,74.3,1.5
 Mondeo,2017,9999,Manual,64447,Petrol,145,48.7,1.5
 Focus,2019,13491,Manual,3915,Petrol,145,60.1,1.0
 Fiesta,2017,10892,Manual,16301,Petrol,145,62.8,1.0
 Fiesta,2018,10500,Manual,13557,Petrol,145,65.7,1.0
 Mustang,2020,48000,Manual,50,Petrol,145,23.9,5.0
 Focus,2019,15795,Manual,8288,Petrol,145,58.9,1.0
 Tourneo Connect,2019,17950,Manual,1956,Diesel,145,61.4,1.5
 EcoSport,2019,17650,Automatic,3323,Petrol,145,45.6,1.0
 Fiesta,2018,15399,Semi-Auto,17973,Petrol,145,54.3,1.0
 Fiesta,2015,10500,Manual,35432,Petrol,145,47.9,1.6
 Fiesta,2019,11700,Manual,16862,Petrol,145,60.1,1.0
 Focus,2019,17500,Manual,2160,Petrol,150,58.9,1.0
 Fiesta,2015,8498,Manual,10801,Petrol,125,54.3,1.2
 Focus,2020,23500,Manual,50,Petrol,145,58.9,1.0
 Fiesta,2017,12500,Manual,33830,Petrol,150,47.9,1.6
 Focus,2017,11390,Manual,19419,Petrol,145,60.1,1.0
 Fiesta,2018,9430,Manual,18253,Petrol,145,65.7,1.0
 Kuga,2017,16640,Semi-Auto,22001,Diesel,145,54.3,2.0
 Focus,2017,10900,Manual,13338,Diesel,0,74.3,1.5
 EcoSport,2018,15200,Semi-Auto,13879,Petrol,145,48.7,1.0
 Fiesta,2017,8000,Manual,20901,Petrol,145,54.3,1.2
 Fiesta,2013,6298,Manual,55185,Petrol,0,65.7,1.0
 Focus,2017,16492,Manual,16449,Petrol,200,41.5,2.0
 Mondeo,2017,17490,Automatic,22000,Petrol,145,37.2,2.0
 Fiesta,2018,9900,Manual,36800,Petrol,145,56.5,1.0
 Fiesta,2013,7000,Manual,45024,Petrol,0,65.7,1.0
 C-MAX,2016,11698,Manual,13800,Petrol,30,55.4,1.0
 Fiesta,2017,9160,Manual,8984,Petrol,145,64.2,1.1
 EcoSport,2019,14491,Manual,6453,Petrol,145,53.3,1.0
 Focus,2018,12590,Manual,29440,Diesel,150,74.3,1.5
 Focus,2018,18497,Manual,13169,Petrol,145,41.5,2.0
 Fiesta,2010,2995,Manual,99000,Petrol,145,49.6,1.2
 Fiesta,2018,10800,Manual,6866,Petrol,145,58.9,1.0
 EcoSport,2019,15799,Manual,7791,Petrol,145,53.3,1.0
 C-MAX,2017,12995,Manual,21522,Diesel,30,64.2,2.0
 Kuga,2017,16399,Manual,39967,Diesel,145,54.3,2.0
 EcoSport,2017,9500,Manual,32222,Diesel,30,64.2,1.5
 Focus,2018,14999,Manual,10783,Petrol,145,58.9,1.0
 Kuga,2017,14998,Manual,33184,Diesel,125,60.1,2.0
 Edge,2019,33000,Semi-Auto,10,Diesel,145,37.2,2.0
 C-MAX,2017,10898,Manual,12626,Petrol,30,55.4,1.0
 Focus,2017,11600,Manual,26476,Petrol,150,60.1,1.0
 Focus,2018,18481,Manual,21217,Petrol,145,41.5,2.0
 EcoSport,2018,13695,Manual,17303,Petrol,145,54.3,1.0
 Fiesta,2018,10498,Manual,14458,Petrol,150,55.4,1.1
 KA,2015,4745,Manual,17328,Petrol,30,57.7,1.2
 Fiesta,2017,9000,Manual,20682,Petrol,145,64.2,1.1
 Focus,2018,19995,Manual,10923,Diesel,145,67.3,2.0
 Fiesta,2015,7739,Manual,31000,Petrol,0,65.7,1.0
 Edge,2017,20499,Manual,24151,Diesel,145,48.7,2.0
 Focus,2017,14500,Manual,40000,Petrol,200,41.5,2.0
 Fiesta,2016,7999,Manual,22633,Petrol,0,65.7,1.0
 Fiesta,2017,11000,Automatic,10782,Petrol,0,57.7,1.0
 Fiesta,2017,8999,Manual,19300,Petrol,125,54.3,1.2
 Ka+,2018,8591,Manual,13319,Petrol,145,48.7,1.2
 Focus,2014,6991,Manual,40155,Petrol,20,60.1,1.0
 Fiesta,2020,15250,Manual,4500,Petrol,150,58.9,1.0
 Fiesta,2019,13140,Manual,3087,Petrol,145,48.7,1.1
 Kuga,2019,20100,Manual,8525,Petrol,145,35.3,1.5
 Focus,2016,6995,Manual,51606,Petrol,20,61.4,1.0
 Focus,2015,12695,Manual,32659,Diesel,20,67.3,2.0
 C-MAX,2014,7500,Manual,38000,Diesel,30,61.4,1.6
 Focus,2014,7999,Manual,29839,Petrol,30,56.5,1.0
 Fiesta,2017,11000,Automatic,23939,Petrol,145,54.3,1.0
 Fiesta,2015,7485,Manual,11092,Petrol,125,54.3,1.2
 Focus,2016,9991,Manual,47477,Diesel,0,74.3,1.5
 Fiesta,2017,9000,Manual,19869,Diesel,145,78.5,1.5
 Focus,2018,11000,Manual,11817,Petrol,145,60.1,1.0
 Fiesta,2019,11000,Manual,3617,Petrol,150,55.4,1.1
 Kuga,2018,19991,Semi-Auto,23732,Diesel,150,54.3,2.0
 Kuga,2017,10990,Manual,41000,Diesel,145,64.2,1.5
 Fiesta,2017,10999,Manual,4662,Petrol,145,64.2,1.1
 Kuga,2019,19998,Manual,537,Petrol,150,39.2,1.5
 Kuga,2014,9650,Manual,63348,Diesel,145,53.3,2.0
 Fiesta,2019,17250,Manual,13200,Petrol,150,40.3,1.5
 Focus,2017,12495,Manual,35027,Petrol,20,60.1,1.0
 Kuga,2017,14679,Manual,29210,Petrol,160,45.6,1.5
 Kuga,2017,13189,Manual,23139,Diesel,145,64.2,1.5
 Fiesta,2014,6360,Manual,48653,Petrol,0,65.7,1.0
 Fiesta,2016,8439,Manual,19764,Petrol,0,65.7,1.0
 Fiesta,2014,7491,Manual,33909,Petrol,0,65.7,1.0
 Focus,2017,10795,Manual,25000,Petrol,145,61.4,1.0
 Fiesta,2014,8000,Manual,63958,Petrol,145,47.9,1.6
 Focus,2019,16500,Manual,3088,Diesel,145,74.3,1.5
 Kuga,2019,19500,Manual,9136,Diesel,145,38.2,2.0
 Fiesta,2017,7991,Manual,21790,Petrol,0,65.7,1.0
 Fiesta,2018,12000,Semi-Auto,8970,Petrol,145,54.3,1.0
 Kuga,2018,19272,Semi-Auto,18472,Diesel,150,54.3,2.0
 Focus,2018,13998,Manual,9303,Petrol,145,57.7,1.0
 Ka+,2018,7800,Manual,7741,Petrol,145,57.7,1.2
 Galaxy,2016,16299,Manual,35029,Diesel,125,56.5,2.0
 EcoSport,2017,8250,Manual,43710,Petrol,150,44.8,1.5
 Fiesta,2016,6970,Manual,44900,Petrol,0,65.7,1.0
 Fiesta,2013,5995,Manual,42400,Petrol,0,65.7,1.0
 Focus,2017,10890,Manual,22158,Petrol,20,60.1,1.0
 Kuga,2018,21000,Manual,1712,Diesel,145,54.3,1.5
 Ka+,2018,8191,Manual,8001,Petrol,150,57.7,1.2
 Focus,2018,13200,Manual,10355,Petrol,145,57.7,1.0
 Kuga,2018,16222,Manual,17036,Diesel,145,60.1,2.0
 Fiesta,2018,12450,Manual,17600,Petrol,145,61.4,1.0
 Galaxy,2017,17958,Manual,36123,Diesel,125,56.5,2.0
 Kuga,2017,12489,Manual,36394,Diesel,145,64.2,1.5
 KA,2012,4290,Manual,47000,Petrol,30,57.7,1.2
 Fiesta,2018,10897,Manual,7122,Petrol,145,64.2,1.1
 Grand Tourneo Connect,2017,13998,Manual,4856,Diesel,145,61.4,1.5
 Focus,2006,2195,Manual,89000,Diesel,120,58.9,1.6
 Fiesta,2019,15490,Automatic,7552,Petrol,145,48.7,1.0
 Focus,2019,20090,Automatic,10352,Diesel,145,49.6,2.0
 Ka+,2017,6795,Manual,22317,Petrol,145,57.7,1.2
 Focus,2016,10142,Manual,31500,Diesel,0,74.3,1.5
 Mondeo,2017,13700,Manual,30274,Diesel,30,64.2,2.0
 Ka+,2018,9295,Manual,17537,Petrol,145,47.9,1.2
 Fiesta,2018,9690,Manual,10567,Petrol,145,64.2,1.1
 Fiesta,2019,13489,Manual,11268,Petrol,145,58.9,1.0
 EcoSport,2019,19000,Automatic,15,Petrol,145,45.6,1.0
 Fiesta,2018,10995,Manual,10198,Petrol,150,65.7,1.0
 Kuga,2019,17150,Manual,16120,Diesel,145,38.2,2.0
 Fiesta,2012,5500,Manual,64068,Diesel,125,51.4,1.4
 EcoSport,2018,14390,Semi-Auto,13952,Petrol,145,45.6,1.0
 Fiesta,2014,8999,Automatic,24867,Petrol,145,47.9,1.6
 Focus,2014,6926,Manual,40360,Petrol,20,58.9,1.0
 Fiesta,2018,11900,Manual,8000,Petrol,145,65.7,1.0
 C-MAX,2011,4490,Manual,78014,Diesel,30,61.4,1.6
 Ka+,2018,9000,Manual,10920,Petrol,145,57.7,1.2
 Grand C-MAX,2017,11498,Manual,6368,Diesel,30,64.2,1.5
 Kuga,2018,17000,Manual,12100,Diesel,145,54.3,1.5
 Fiesta,2018,9998,Manual,16567,Petrol,145,55.4,1.1
 Kuga,2015,9614,Manual,60904,Diesel,205,47.9,2.0
 Puma,2002,2695,Manual,69000,Petrol,220,38.7,1.6
 Fiesta,2017,10500,Manual,22578,Petrol,145,65.7,1.0
 Focus,2018,13870,Manual,9446,Petrol,145,58.9,1.0
 C-MAX,2011,4495,Manual,94000,Diesel,30,61.4,1.6
 Focus,2017,8870,Manual,45151,Diesel,145,74.3,1.5
 Focus,2019,17000,Manual,7600,Petrol,145,58.9,1.0
 S-MAX,2018,19995,Manual,13969,Diesel,145,56.5,2.0
 Fiesta,2015,8600,Manual,16682,Petrol,0,65.7,1.0
 Fiesta,2014,9499,Manual,42285,Petrol,145,47.9,1.6
 EcoSport,2018,13498,Manual,12495,Petrol,145,54.3,1.0
 Focus,2018,11000,Manual,10467,Petrol,145,60.1,1.0
 Focus,2018,11499,Manual,22465,Petrol,145,60.1,1.0
 Ka+,2018,6950,Manual,27760,Petrol,145,57.7,1.2
 Focus,2017,10691,Manual,35978,Diesel,145,74.3,1.5
 Kuga,2017,16350,Manual,24008,Diesel,145,54.3,2.0
 Focus,2017,12430,Semi-Auto,16515,Petrol,125,51.4,1.0
 Fiesta,2018,11695,Manual,10375,Petrol,145,58.9,1.0
 Fiesta,2018,13499,Manual,5635,Petrol,145,58.9,1.0
 S-MAX,2017,16490,Manual,31315,Petrol,150,43.5,1.5
 Kuga,2014,14400,Manual,28892,Diesel,150,54.3,2.0
 Fiesta,2018,12377,Manual,30335,Petrol,145,65.7,1.0
 Kuga,2019,20995,Manual,12000,Diesel,145,39.2,2.0
 Focus,2015,7761,Manual,50356,Petrol,20,61.4,1.0
 Focus,2017,19990,Manual,17049,Petrol,145,41.5,2.0
 Focus,2019,25250,Manual,7416,Petrol,145,34.5,2.3
 Fiesta,2018,12000,Manual,15011,Petrol,150,58.9,1.0
 Ka+,2018,7800,Manual,8914,Petrol,145,57.7,1.2
 Fiesta,2019,8856,Manual,4475,Petrol,145,64.2,1.1
 Fiesta,2018,10600,Manual,23280,Petrol,145,56.5,1.0
 Focus,2019,18250,Automatic,3492,Diesel,145,64.2,2.0
 Galaxy,2017,18000,Manual,43155,Diesel,125,56.5,2.0
 Ka+,2017,6800,Manual,21881,Petrol,145,57.7,1.2
 KA,2014,4399,Manual,49393,Petrol,30,57.7,1.2
 Mondeo,2018,13699,Automatic,41975,Diesel,145,45.6,2.0
 Focus,2016,7998,Manual,69312,Diesel,0,74.3,1.5
 Focus,2019,16040,Manual,12250,Diesel,145,80.7,1.5
 Edge,2016,19199,Automatic,36142,Diesel,165,48.7,2.0
 Fiesta,2018,11200,Manual,6339,Petrol,145,65.7,1.0
 Kuga,2017,15995,Semi-Auto,27000,Diesel,145,54.3,2.0
 EcoSport,2018,14600,Manual,3397,Petrol,150,54.3,1.0
 Fiesta,2017,9275,Automatic,34000,Petrol,0,57.7,0.0
 Fiesta,2014,7000,Manual,56669,Petrol,0,65.7,1.0
 Ka+,2018,8450,Manual,17554,Petrol,145,54.3,1.2
 Kuga,2017,13498,Manual,3150,Petrol,150,45.6,1.5
 Kuga,2014,10200,Manual,46411,Diesel,145,53.3,2.0
 Focus,2019,15850,Manual,7288,Petrol,145,60.1,1.0
 Focus,2012,5999,Manual,44988,Petrol,30,56.5,1.0
 Fiesta,2017,9150,Manual,32023,Petrol,145,65.7,1.0
 Mondeo,2017,17299,Automatic,10154,Petrol,235,38.2,2.0
 Fiesta,2018,10998,Manual,25642,Petrol,145,65.7,1.0
 Fiesta,2018,9600,Manual,11038,Petrol,150,64.2,1.1
 Kuga,2018,16000,Manual,12690,Diesel,150,54.3,1.5
 Focus,2013,6995,Manual,35000,Petrol,20,58.9,1.0
 Ka+,2019,10500,Manual,3081,Petrol,145,47.9,1.2
 Mondeo,2018,15998,Automatic,24705,Petrol,145,44.8,1.5
 Focus,2017,10999,Manual,16251,Petrol,145,60.1,1.0
 Kuga,2019,20499,Manual,20062,Diesel,145,38.2,2.0
 Focus,2017,10760,Manual,29891,Petrol,145,60.1,1.0
 Galaxy,2017,16950,Manual,39616,Diesel,145,56.5,2.0
 Focus,2017,11499,Manual,9122,Petrol,20,61.4,1.0
 Fiesta,2016,8990,Manual,18200,Petrol,0,65.7,1.0
 Fiesta,2014,6800,Manual,43612,Petrol,30,54.3,1.2
 Fiesta,2020,14995,Manual,100,Petrol,145,56.5,1.0
 Kuga,2019,22995,Automatic,5286,Diesel,145,38.7,2.0
 Ka+,2019,9999,Manual,2500,Petrol,145,47.9,1.2
 EcoSport,2016,8995,Manual,28474,Petrol,125,53.3,1.0
 Focus,2014,7500,Manual,58289,Petrol,30,55.4,1.0
 Focus,2015,6490,Manual,62000,Diesel,0,74.3,1.5
 Fiesta,2018,10899,Manual,14763,Petrol,145,58.9,1.0
 Fiesta,2017,11750,Manual,23782,Petrol,145,47.9,1.6
 Focus,2009,2991,Manual,89969,Petrol,205,42.2,1.6
 Kuga,2013,8995,Manual,75000,Diesel,200,47.9,2.0
 Focus,2013,6800,Manual,20600,Petrol,145,47.9,1.6
 Fiesta,2013,6080,Manual,58804,Petrol,0,65.7,1.0
 EcoSport,2016,9298,Manual,33540,Petrol,125,53.3,1.0
 Fiesta,2018,9499,Manual,12000,Petrol,145,65.7,1.0
 Kuga,2014,13000,Automatic,35469,Petrol,260,36.7,1.6
 Fiesta,2019,13798,Manual,9847,Petrol,145,58.9,1.0
 Focus,2017,16998,Manual,29068,Diesel,150,67.3,2.0
 EcoSport,2016,7995,Manual,31146,Diesel,30,64.2,1.5
 Fiesta,2015,6750,Manual,42819,Petrol,0,65.7,1.0
 Kuga,2018,14999,Manual,46140,Diesel,145,64.2,1.5
 Fiesta,2016,6495,Manual,47800,Petrol,0,65.7,1.0
 Fiesta,2018,7995,Manual,54400,Petrol,145,64.2,1.1
 Fiesta,2017,10998,Manual,19690,Petrol,150,65.7,1.0
 Fiesta,2017,8499,Manual,14988,Petrol,150,64.2,1.1
 Focus,2017,16490,Manual,15750,Petrol,145,41.5,2.0
 Focus,2019,15330,Manual,8109,Petrol,145,60.1,1.0
 Focus,2019,16500,Manual,2886,Petrol,145,60.1,1.0
 EcoSport,2018,14799,Manual,11494,Petrol,145,54.3,1.0
 Focus,2013,7300,Manual,48881,Diesel,20,67.3,1.6
 Kuga,2017,14270,Manual,20401,Diesel,125,60.1,2.0
 B-MAX,2015,8499,Manual,23266,Diesel,0,74.4,1.5
 Focus,2019,15470,Manual,3422,Petrol,145,60.1,1.0
 Kuga,2015,15399,Manual,21533,Diesel,145,54.3,2.0
 Fiesta,2019,16950,Manual,100,Petrol,145,55.4,1.0
 Fiesta,2017,8449,Manual,31233,Diesel,0,78.5,1.5
 Fiesta,2018,10999,Manual,28337,Petrol,145,65.7,1.0
 Fiesta,2017,9000,Manual,19016,Petrol,145,64.2,1.1
 Fiesta,2018,10390,Manual,5402,Petrol,150,64.2,1.1
 Tourneo Custom,2019,21400,Manual,5609,Diesel,145,35.3,2.0
 EcoSport,2018,13999,Manual,10579,Petrol,145,54.3,1.0
 Fiesta,2013,5850,Manual,48622,Petrol,30,54.3,1.2
 Fiesta,2017,11000,Manual,9840,Petrol,145,65.7,1.0
 S-MAX,2017,15699,Semi-Auto,24553,Diesel,125,52.3,2.0
 Fiesta,2018,10199,Manual,39271,Diesel,145,58.9,1.5
 Fiesta,2018,11995,Manual,32168,Petrol,145,65.7,1.0
 Focus,2019,17390,Manual,2905,Petrol,145,60.1,1.0
 Fiesta,2016,9790,Manual,35047,Diesel,0,78.5,1.5
 Fiesta,2018,11000,Manual,14282,Petrol,150,65.7,1.0
 Fiesta,2015,8000,Manual,16000,Petrol,0,65.7,1.0
 C-MAX,2016,11497,Automatic,7564,Diesel,20,64.2,1.5
 Fiesta,2014,7498,Manual,29951,Petrol,0,65.7,1.0
 Ka+,2018,7695,Manual,30495,Petrol,145,57.7,1.2
 Galaxy,2017,20000,Manual,25183,Diesel,125,56.5,2.0
 Fiesta,2016,10142,Manual,21351,Petrol,20,62.8,1.0
 Fiesta,2018,9500,Manual,17685,Petrol,145,64.2,1.1
 Focus,2019,16498,Manual,9557,Petrol,145,60.1,1.0
 Focus,2017,11500,Manual,41545,Petrol,145,51.4,1.5
 Fiesta,2018,14792,Manual,20700,Petrol,145,40.3,1.5
 Ka+,2017,6490,Manual,19285,Petrol,150,57.7,1.2
 Puma,2020,23999,Manual,1137,Petrol,145,50.4,1.0
 Kuga,2018,18328,Manual,11581,Petrol,145,39.2,1.5
 Fiesta,2018,12799,Manual,21718,Petrol,145,62.8,1.0
 Ka+,2017,6995,Manual,43345,Petrol,30,57.7,1.2
 Focus,2019,16899,Automatic,11997,Petrol,145,74.3,1.5
 Fiesta,2018,11250,Manual,15634,Petrol,145,60.1,1.0
 Fiesta,2019,14995,Manual,4800,Petrol,150,60.1,1.0
 Focus,2017,15670,Manual,29824,Petrol,145,41.5,2.0
 Kuga,2014,10700,Manual,43914,Diesel,205,47.9,2.0
 Fiesta,2018,9900,Manual,32950,Petrol,145,65.7,1.0
 EcoSport,2017,8691,Manual,23092,Petrol,150,52.3,1.0
 B-MAX,2014,6940,Manual,41628,Petrol,30,57.7,1.0
 EcoSport,2019,15980,Manual,4500,Petrol,150,51.4,1.0
 Fiesta,2015,10990,Manual,30000,Petrol,145,47.9,1.6
 Mondeo,2008,3890,Automatic,70000,Petrol,325,30.4,2.3
 Kuga,2009,6295,Manual,54094,Diesel,235,44.1,2.0
 Focus,2014,7673,Automatic,30093,Petrol,160,44.8,1.6
 Kuga,2019,19710,Manual,5691,Diesel,145,47.9,2.0
 Focus,2017,12250,Manual,18138,Petrol,145,60.1,1.0
 Focus,2019,17499,Manual,8588,Petrol,145,60.1,1.0
 Focus,2017,10899,Automatic,13879,Petrol,125,51.4,1.0
 Fiesta,2017,9400,Manual,14415,Petrol,145,65.7,1.0
 Fiesta,2019,14440,Manual,9525,Petrol,145,58.9,1.0
 Fiesta,2013,5570,Manual,48189,Petrol,0,65.7,1.0
 Kuga,2013,8781,Manual,74000,Diesel,200,47.9,2.0
 Focus,2017,11999,Manual,26973,Petrol,145,57.7,1.0
 Fiesta,2019,19998,Manual,3361,Petrol,145,40.3,1.5
 Kuga,2013,10000,Semi-Auto,56742,Diesel,200,45.6,2.0
 Kuga,2017,17950,Manual,17689,Diesel,145,64.2,1.5
 Fiesta,2017,9479,Manual,43786,Petrol,0,65.7,1.0
 Fiesta,2016,10000,Manual,17431,Petrol,20,62.8,1.0
 Ka+,2018,9598,Manual,1972,Petrol,145,47.9,1.2
 B-MAX,2014,6498,Manual,34744,Petrol,30,55.4,1.0
 Fiesta,2019,13800,Manual,5626,Petrol,145,58.9,1.0
 B-MAX,2017,11500,Manual,7121,Petrol,145,55.4,1.0
 EcoSport,2017,10298,Manual,17331,Petrol,150,53.3,1.0
 Kuga,2017,16799,Manual,25503,Diesel,145,54.3,2.0
 Fiesta,2019,13995,Manual,24022,Diesel,145,58.9,1.5
 Focus,2019,19500,Automatic,5091,Diesel,145,54.3,1.5
 EcoSport,2019,18799,Manual,647,Petrol,145,52.3,1.0
 Edge,2016,20500,Semi-Auto,28500,Diesel,200,47.9,2.0
 Kuga,2015,12300,Manual,46249,Diesel,125,60.1,2.0
 Fiesta,2016,7495,Manual,39012,Petrol,0,65.7,1.0
 Fiesta,2018,9985,Manual,9228,Petrol,150,65.7,1.0
 Focus,2019,14998,Manual,7000,Petrol,145,60.1,1.0
 EcoSport,2018,15500,Manual,15541,Petrol,145,54.3,1.0
 Kuga,2016,12295,Automatic,74000,Diesel,145,52.3,2.0
 Fiesta,2017,11783,Automatic,23000,Petrol,0,57.7,0.0
 Kuga,2019,18900,Manual,6221,Petrol,145,39.2,1.5
 Fiesta,2017,9995,Manual,37500,Petrol,0,65.7,1.0
 Focus,2018,18689,Manual,14277,Diesel,145,67.3,2.0
 Fiesta,2018,11395,Manual,10602,Petrol,145,58.9,1.0
 Fiesta,2019,12500,Manual,25521,Petrol,145,55.4,1.0
 Focus,2019,20000,Automatic,5458,Diesel,145,64.2,2.0
 Focus,2019,14540,Manual,5908,Diesel,145,80.7,1.5
 Fiesta,2017,9995,Manual,24826,Petrol,150,65.7,1.0
 C-MAX,2018,11951,Manual,4929,Petrol,145,55.4,1.0
 Fiesta,2015,8845,Manual,29194,Petrol,0,65.7,1.0
 Fiesta,2018,10500,Manual,6636,Petrol,145,65.7,1.0
 EcoSport,2015,9295,Manual,11439,Petrol,125,53.3,1.0
 Focus,2017,10998,Manual,18291,Diesel,0,74.3,1.5
 Kuga,2018,17520,Manual,6466,Petrol,145,45.6,1.5
 Fiesta,2011,5499,Manual,35088,Petrol,145,48.7,1.4
 Fiesta,2018,11600,Manual,4450,Petrol,150,65.7,1.0
 Focus,2016,9200,Manual,43792,Petrol,20,61.4,1.0
 Fiesta,2019,15650,Manual,15598,Petrol,145,60.1,1.0
 EcoSport,2017,11000,Manual,10069,Petrol,125,53.3,1.0
 Fiesta,2017,6900,Manual,50380,Petrol,145,65.7,1.0
 Focus,2017,18599,Manual,18418,Petrol,200,41.5,2.0
 Fiesta,2019,14750,Semi-Auto,6507,Petrol,150,48.7,1.0
 Kuga,2019,16399,Manual,12689,Petrol,145,39.2,1.5
 Focus,2017,10990,Manual,17980,Diesel,145,74.3,1.5
 Focus,2020,28998,Manual,2985,Petrol,145,34.5,2.3
 EcoSport,2017,9815,Manual,20205,Petrol,145,53.3,1.0
 Focus,2018,11795,Manual,26500,Petrol,150,60.1,1.0
 C-MAX,2017,8690,Manual,31938,Diesel,20,68.9,1.5
 EcoSport,2017,10798,Semi-Auto,3652,Petrol,165,44.8,1.5
 Fiesta,2016,8230,Manual,50784,Petrol,0,65.7,1.0
 Fiesta,2017,6900,Manual,37052,Petrol,125,54.3,1.2
 KA,2016,4500,Manual,43151,Petrol,30,57.7,1.2
 Focus,2015,7830,Manual,50124,Diesel,0,74.3,1.5
 EcoSport,2018,12899,Manual,14877,Diesel,145,68.9,1.5
 Fiesta,2018,10450,Manual,23266,Petrol,145,65.7,1.0
 Galaxy,2018,21600,Manual,9609,Diesel,145,55.4,2.0
 Kuga,2018,19980,Manual,18911,Diesel,145,39.2,2.0
 Kuga,2017,14350,Automatic,35550,Petrol,150,38.2,1.5
 B-MAX,2014,5998,Manual,69078,Petrol,30,57.7,1.0
 Focus,2017,18499,Manual,13063,Petrol,145,41.5,2.0
 Fiesta,2018,10299,Manual,10546,Petrol,145,64.2,1.1
 Fiesta,2017,8617,Manual,11560,Petrol,145,65.7,1.0
 Focus,2017,18250,Manual,11323,Petrol,200,41.5,2.0
 Fiesta,2018,13000,Semi-Auto,6000,Petrol,145,54.3,1.0
